Location,Estate,Latitude,Longitude,Price,Saleable,Area,Floor_level,Transaction_price,Square_feet,Discount_rate,Assignment_date,Credit_level,Credit_value
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,282500,26,277,L,10865,1020,82,28/4/2024,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG ON ESTATE,22.35992,114.10435,182100,15,163,M,12140,1117,82,13/5/2024,F,1
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,281600,27,292,L,10430,964,82,14/5/2024,F,1
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,325600,35,381,H,9303,855,86,15/5/2024,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,337700,25,264,L,13508,1279,82,2/6/2024,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,180500,14,145,M,12893,1245,83,3/6/2024,F,1
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,180400,26,277,L,6938,651,86,23/6/2024,F,1
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,289800,33,358,L,8782,809,82,4/7/2024,F,1
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,359100,34,366,L,10562,981,83,5/7/2024,F,1
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,326000,27,294,L,12074,1109,86,12/7/2024,F,1
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,304700,35,381,L,8706,800,86,13/7/2024,F,1
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,209200,26,284,L,8046,737,86,4/8/2024,F,1
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,182700,22,231,L,8305,791,86,10/8/2024,F,1
HONG KONG ISLAND & ISLANDS (1),WAH KWAI ESTATE,22.25011,114.14024,448200,36,385,L,12450,1164,82,15/8/2024,F,1
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,313300,35,381,M,8951,822,86,17/8/2024,F,1
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,309100,35,381,M,8831,811,86,18/8/2024,F,1
TAI PO  NORTH & SHATIN (2),TIN PING ESTATE,22.50348,114.13229,438100,46,490,L,9524,894,81,19/8/2024,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,411800,34,366,L,12112,1125,82,23/8/2024,F,1
TAI PO  NORTH & SHATIN (2),WAH MING ESTATE,22.48455,114.14015,401400,41,443,M,9790,906,82,27/8/2024,F,1
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,158900,14,146,M,11350,1088,82,28/8/2024,F,1
TAI PO  NORTH & SHATIN (3),KWONG YUEN ESTATE,22.38123,114.21415,145100,14,153,M,10364,948,83,29/8/2024,F,1
TAI PO  NORTH & SHATIN (2),WAH MING ESTATE,22.48455,114.14015,394400,41,443,M,9620,890,82,5/9/2024,F,1
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,313000,32,349,M,9781,897,86,6/9/2024,F,1
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,305800,26,277,M,11762,1104,82,9/9/2024,F,1
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,594700,45,489,M,13216,1216,82,10/9/2024,F,1
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,446300,35,381,H,12751,1171,86,11/9/2024,F,1
TAI PO  NORTH & SHATIN (3),YIU ON ESTATE,22.41887,114.23029,110800,12,127,L,9233,872,82,22/9/2024,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,558600,38,407,H,14700,1372,83,23/9/2024,F,1
HONG KONG ISLAND & ISLANDS (1),WAH KWAI ESTATE,22.25011,114.14024,649300,51,544,L,12731,1194,82,29/9/2024,F,1
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,277600,28,296,L,9914,938,86,30/9/2024,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,446500,34,366,M,13132,1220,82,5/10/2024,F,1
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,210200,28,296,H,7507,710,86,11/10/2024,F,1
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,210100,27,287,H,7781,732,86,17/10/2024,F,1
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,158500,14,146,L,11321,1086,82,1/11/2024,F,1
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,299400,34,366,L,8806,818,86,5/11/2024,F,1
TAI PO  NORTH & SHATIN (2),WAH MING ESTATE,22.48455,114.14015,402800,41,443,H,9824,909,82,7/11/2024,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,192500,14,145,M,13750,1328,82,8/11/2024,F,1
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,416100,45,489,H,9247,851,83,9/11/2024,F,1
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,314400,27,287,L,11644,1095,86,11/11/2024,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,477600,36,385,M,13267,1241,83,18/11/2024,F,1
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,362900,35,376,L,10369,965,81,19/11/2024,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,600300,45,485,H,13340,1238,82,23/11/2024,F,1
TAI PO  NORTH & SHATIN (3),KWONG YUEN ESTATE,22.38123,114.21415,253200,25,264,M,10128,959,83,24/11/2024,F,1
TAI PO  NORTH & SHATIN (1),POK HONG ESTATE,22.37493,114.19191,446900,39,424,M,11459,1054,82,26/11/2024,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),FUNG TAK ESTATE,22.34489,114.20121,569500,45,489,L,12656,1165,82,27/11/2024,F,1
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,422400,33,357,L,12800,1183,82,28/11/2024,F,1
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,473400,36,385,H,13150,1230,82,2/12/2024,F,1
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,584700,41,439,L,14261,1332,82,3/12/2024,F,1
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,439300,35,381,M,12551,1153,81,4/12/2024,F,1
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,189000,26,277,L,7269,682,86,5/12/2024,F,1
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,334700,25,267,L,13388,1254,82,6/12/2024,F,1
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,125200,12,127,L,10433,986,82,7/12/2024,F,1
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,539600,41,443,H,13161,1218,83,8/12/2024,F,1
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,264700,28,296,M,9454,894,86,5/3/2021,H,2
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,368700,32,349,L,11522,1056,86,27/6/2021,H,2
TAI PO  NORTH & SHATIN (2),WAN TAU TONG ESTATE,22.44275,114.16876,465700,35,381,L,13306,1222,82,20/3/2022,H,2
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,213800,14,155,L,15271,1379,82,30/5/2022,H,2
TAI PO  NORTH & SHATIN (3),HENG ON ESTATE,22.41583,114.22905,456300,35,381,L,13037,1198,86,17/6/2022,H,2
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,436800,32,349,L,13650,1252,84,16/8/2022,H,2
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,317500,32,349,M,9922,910,82,30/11/2022,H,2
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,304700,20,217,L,15235,1404,81,25/5/2023,H,2
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG ON ESTATE,22.35992,114.10435,448200,32,349,M,14006,1284,82,12/10/2023,H,2
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG ON ESTATE,22.35992,114.10435,709600,45,489,M,15769,1451,82,12/5/2024,H,2
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,379300,27,294,H,14048,1290,82,22/5/2024,H,2
TAI PO  NORTH & SHATIN (1),POK HONG ESTATE,22.37493,114.19191,365000,26,283,L,14038,1290,82,15/6/2024,H,2
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,240700,27,287,L,8915,839,86,11/7/2024,H,2
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,230500,15,165,M,15367,1397,82,22/8/2024,H,2
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,378800,35,381,L,10823,994,86,16/10/2024,H,2
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,441800,25,267,M,17672,1655,82,10/11/2024,H,2
TAI PO  NORTH & SHATIN (1),HIN KENG ESTATE,22.36399,114.17324,472000,35,381,L,13486,1239,81,17/11/2024,H,2
